dbpedia_5, dbpedia_10, lmdb_5, lmdb_10
.3208, .45786666666666676, .3346666666666669, .3066666666666667
.3208, .45786666666666676, .3346666666666669, .3066666666666667
.3208, .45786666666666676, .3346666666666669, .3066666666666667
.3208, .45786666666666676, .3346666666666669, .3066666666666667
.3208, .45786666666666676, .3346666666666669, .3066666666666667
.3208, .45786666666666676, .3346666666666669, .3066666666666667
.3208, .45786666666666676, .3346666666666669, .3066666666666667
.3208, .45786666666666676, .3346666666666669, .3066666666666667
.3208, .45786666666666676, .3346666666666669, .3066666666666667
.3208, .45786666666666676, .3346666666666669, .3066666666666667
