dbpedia_5, dbpedia_10, lmdb_5, lmdb_10
.7183205012227539, .7890701216133712, .6422144067435159, .6304238562434015
.7181286767650165, .7888809604365634, .6422144067435159, .6304238562434015
.7183176620466929, .788997705412319, .6422144067435159, .6304238562434015
.7181364223981563, .7888873500987991, .6422144067435159, .6304238562434015
.7182155833249608, .788949323712635, .6422144067435159, .6304238562434015
.7181286767650165, .7888809604365634, .6422144067435159, .6304238562434015
.7182155833249608, .788949323712635, .6422144067435159, .6304238562434015
.7182155833249608, .788949323712635, .6422144067435159, .6304238562434015
.7182504680565285, .7889543212183313, .6422144067435159, .6304238562434015
.7182126854616467, .7889535465503441, .6422144067435159, .6304238562434015
